step,transaction_id,transaction_type,channel,device_type,network_provider,time_of_day,day_of_week,amount,customer_id,customer_type,customer_region,old_balance,new_balance,recipient_id,recipient_type,recipient_region,recipient_old_balance,recipient_new_balance,isFraud,isFlaggedFraud
298,T890573,REVERSAL,Agent,FeaturePhone,Vodafone,Afternoon,Monday,20967.84,C6945302696,Individual,Central,26049.91,5082.07,R6248358004,Agent,Volta,1127.17,22095.010000000002,0,0
358,T595273,CASH_OUT,USSD,FeaturePhone,MTN,Night,Friday,85077.89,C7529793398,Government,Ashanti,797.16,0.0,R6656211457,Government,Western,4391.72,89469.61,1,1
187,T364156,CASH_OUT,API,FeaturePhone,MTN,Evening,Thursday,86682.37,C7971892052,Merchant,Volta,50640.89,0.0,R4401334161,Agent,Upper West,29171.86,115854.23,0,0
646,T803717,TRANSFER,Agent,FeaturePhone,Vodafone,Morning,Tuesday,11259.19,C5805564025,Merchant,Eastern,22372.9,11113.710000000001,R4531055077,Merchant,Ashanti,11817.47,23076.66,0,0
299,T190025,TRANSFER,App,FeaturePhone,Vodafone,Night,Sunday,75844.7,C5903457537,Government,Greater Accra,2666.57,0.0,R6634526139,Individual,Eastern,16867.95,92712.65,1,1
99,T116547,TRANSFER,App,FeaturePhone,AirtelTigo,Night,Thursday,77495.29,C6043349038,Merchant,Central,1202.83,0.0,R1225052083,Agent,Volta,24876.99,102372.28,1,1
415,T372031,CASH_OUT,API,Android,AirtelTigo,Night,Sunday,10351.32,C4236123879,Merchant,Volta,975.49,0.0,R4970765357,Merchant,Western,12461.83,22813.15,1,0
589,T602467,CASH_OUT,Agent,FeaturePhone,AirtelTigo,Night,Friday,49318.12,C8769905816,Government,Greater Accra,1762.91,0.0,R2333121938,Merchant,Ashanti,45273.29,94591.41,1,1
662,T104475,REVERSAL,Agent,Android,MTN,Night,Wednesday,22487.29,C6438897595,Government,Central,85379.49,62892.200000000004,R5875666538,Agent,Greater Accra,13862.98,36350.270000000004,0,0
386,T890871,CASH_OUT,Agent,Android,Vodafone,Night,Thursday,70971.34,C3232950452,Government,Upper East,2225.64,0.0,R4186424477,Agent,Eastern,30108.21,101079.54999999999,1,1
133,T626491,TRANSFER,API,iOS,MTN,Night,Sunday,77145.73,C1633282877,Agent,Greater Accra,259.34,0.0,R2928610987,Government,Northern,11840.65,88986.37999999999,1,1
606,T175030,AIRTIME,USSD,Android,MTN,Afternoon,Monday,67893.16,C3695826198,Individual,Central,21378.76,0.0,R5437857286,Merchant,Eastern,18265.43,86158.59,0,0
272,T659746,AIRTIME,App,iOS,AirtelTigo,Night,Sunday,16333.88,C7882945814,Government,Volta,47682.46,31348.58,R8060956761,Government,Western,24074.8,40408.68,0,0
162,T790266,CASH_OUT,Agent,iOS,AirtelTigo,Evening,Friday,32374.56,C7345972539,Agent,Upper West,1620.99,0.0,R9152644892,Individual,Volta,41145.03,73519.59,0,0
693,T775016,CASH_IN,Agent,FeaturePhone,MTN,Evening,Monday,63399.67,C7473270708,Merchant,Northern,56123.58,0.0,R5450139836,Merchant,Eastern,10463.64,73863.31,0,0
511,T433828,AIRTIME,API,Android,MTN,Morning,Friday,5974.6,C9863236417,Individual,Upper West,77814.61,71840.01,R6741918275,Agent,Greater Accra,45137.84,51112.439999999995,0,0
142,T508926,TRANSFER,App,iOS,MTN,Night,Saturday,27905.49,C2920536604,Government,Western,1068.32,0.0,R9063480483,Merchant,Greater Accra,47928.69,75834.18000000001,1,1
259,T518036,TRANSFER,USSD,FeaturePhone,MTN,Night,Thursday,81220.23,C4907331090,Agent,Eastern,264.43,0.0,R8207849555,Agent,Ashanti,41229.73,122449.95999999999,1,1
418,T239292,CASH_IN,Agent,Android,Vodafone,Morning,Friday,29504.42,C6215802895,Individual,Ashanti,10511.13,0.0,R4346167815,Agent,Upper West,16851.25,46355.67,0,0
723,T272529,TRANSFER,API,iOS,MTN,Night,Friday,81013.07,C7529817193,Government,Eastern,2864.0,0.0,R7799567490,Individual,Upper East,35830.31,116843.38,1,1
304,T295510,CASH_IN,API,FeaturePhone,AirtelTigo,Afternoon,Tuesday,78475.0,C2102011583,Government,Eastern,53053.54,0.0,R5726267763,Agent,Ashanti,32473.55,110948.55,0,0
132,T164243,TRANSFER,Agent,FeaturePhone,AirtelTigo,Night,Tuesday,72659.43,C5972736181,Individual,Central,43803.49,0.0,R4407059408,Merchant,Greater Accra,46849.97,119509.4,0,0
670,T585731,AIRTIME,App,FeaturePhone,Vodafone,Night,Thursday,97909.96,C1869650095,Individual,Eastern,6111.4,0.0,R5902690359,Merchant,Upper East,15132.17,113042.13,0,0
586,T807985,TRANSFER,API,Android,MTN,Morning,Wednesday,48982.39,C3113372907,Individual,Volta,19453.29,0.0,R7600916807,Government,Ashanti,12802.16,61784.55,0,0
142,T764469,TRANSFER,USSD,Android,AirtelTigo,Night,Friday,16942.92,C7784452486,Merchant,Upper East,990.8,0.0,R3632982968,Individual,Northern,2367.5,19310.42,1,0
291,T445328,TRANSFER,App,Android,MTN,Morning,Tuesday,6468.87,C8352296923,Government,Ashanti,79373.18,72904.31,R4284852101,Government,Ashanti,48844.28,55313.15,0,0
76,T265579,CASH_OUT,USSD,Android,Vodafone,Night,Friday,12004.07,C8988345346,Agent,Eastern,2236.15,0.0,R1218072258,Agent,Central,39220.41,51224.48,1,0
350,T555884,TRANSFER,Agent,Android,Vodafone,Night,Tuesday,12453.36,C5974249674,Individual,Upper East,1316.91,0.0,R8385972235,Agent,Western,4043.65,16497.010000000002,1,0
547,T228270,CASH_OUT,Agent,iOS,AirtelTigo,Night,Thursday,33565.66,C7646622094,Merchant,Eastern,745.67,0.0,R5486877079,Agent,Northern,32176.77,65742.43000000001,1,1
658,T681963,TRANSFER,App,FeaturePhone,Vodafone,Evening,Monday,78299.99,C8802218762,Government,Greater Accra,43284.25,0.0,R2642457807,Individual,Central,9000.64,87300.63,0,0
591,T612662,CASH_OUT,Agent,iOS,MTN,Night,Sunday,76753.13,C9371505482,Government,Ashanti,1750.97,0.0,R2878836965,Individual,Central,13167.74,89920.87000000001,1,1
525,T272795,CASH_IN,USSD,iOS,MTN,Morning,Saturday,33824.02,C9018745195,Individual,Eastern,70618.26,36794.24,R6849329559,Merchant,Eastern,31089.11,64913.13,0,0
383,T513893,TRANSFER,Agent,FeaturePhone,MTN,Night,Thursday,57980.39,C4128673284,Government,Northern,2098.17,0.0,R4464771580,Agent,Central,16116.16,74096.55,1,1
122,T885534,TRANSFER,App,FeaturePhone,AirtelTigo,Evening,Sunday,42978.58,C6072892073,Agent,Northern,10073.73,0.0,R6787592309,Agent,Western,22814.43,65793.01000000001,0,0
57,T451199,TRANSFER,Agent,iOS,AirtelTigo,Night,Tuesday,46439.69,C6263212814,Individual,Greater Accra,1398.94,0.0,R8216518899,Agent,Greater Accra,31985.1,78424.79000000001,1,1
547,T143822,CASH_OUT,Agent,iOS,MTN,Night,Tuesday,15477.27,C5175059577,Merchant,Volta,301.59,0.0,R1002331874,Government,Western,46356.46,61833.729999999996,1,0
388,T185168,CASH_OUT,USSD,FeaturePhone,Vodafone,Night,Monday,89880.21,C1767264594,Government,Ashanti,1009.85,0.0,R3825013396,Agent,Central,20719.7,110599.91,1,1
539,T357667,TRANSFER,App,FeaturePhone,Vodafone,Night,Sunday,16702.29,C2164912064,Agent,Ashanti,32532.95,15830.66,R7271915663,Individual,Volta,42520.92,59223.21,0,0
456,T811237,UTILITY_PAYMENT,Agent,Android,MTN,Evening,Monday,53870.67,C7425433471,Government,Upper East,87785.74,33915.07000000001,R9803393159,Agent,Northern,386.01,54256.68,0,0
320,T363926,TRANSFER,Agent,iOS,Vodafone,Night,Wednesday,44027.56,C5055403877,Individual,Greater Accra,896.78,0.0,R3648572296,Individual,Volta,22185.07,66212.63,1,1
219,T697406,CASH_OUT,Agent,FeaturePhone,AirtelTigo,Night,Thursday,26229.09,C3462724281,Government,Greater Accra,1920.68,0.0,R3551303563,Merchant,Eastern,42423.53,68652.62,1,1
234,T197362,CASH_OUT,App,Android,AirtelTigo,Night,Thursday,7728.21,C5162870367,Individual,Upper West,2595.51,0.0,R3218334233,Government,Ashanti,893.0,8621.21,1,0
250,T635055,TRANSFER,App,FeaturePhone,Vodafone,Night,Monday,17635.99,C4510969640,Individual,Upper West,1936.87,0.0,R7146784303,Merchant,Northern,33045.95,50681.94,1,0
420,T950946,UTILITY_PAYMENT,Agent,Android,Vodafone,Afternoon,Monday,67694.97,C7636187072,Merchant,Ashanti,63394.15,0.0,R8766844904,Individual,Volta,49399.13,117094.1,0,0
692,T631163,TRANSFER,USSD,FeaturePhone,Vodafone,Afternoon,Thursday,86315.15,C8529333608,Individual,Ashanti,64460.77,0.0,R5259180144,Merchant,Eastern,25867.74,112182.89,0,0
638,T641538,CASH_OUT,API,iOS,AirtelTigo,Night,Sunday,11660.43,C3501256025,Individual,Northern,2703.61,0.0,R6846599544,Government,Greater Accra,44498.01,56158.44,1,0
427,T414585,AIRTIME,USSD,FeaturePhone,AirtelTigo,Morning,Wednesday,49840.56,C3377473912,Merchant,Northern,27541.76,0.0,R8964296379,Government,Ashanti,42353.94,92194.5,0,0
119,T512005,TRANSFER,Agent,iOS,Vodafone,Morning,Saturday,84743.53,C2257725836,Government,Upper East,57078.69,0.0,R7146452895,Government,Eastern,32471.7,117215.23,0,0
77,T735860,TRANSFER,Agent,FeaturePhone,Vodafone,Evening,Friday,63712.15,C6294752013,Agent,Ashanti,63803.52,91.36999999999534,R9584343419,Merchant,Northern,20645.03,84357.18,0,0
234,T534534,AIRTIME,USSD,FeaturePhone,MTN,Evening,Monday,7440.96,C1929668643,Merchant,Upper West,45098.08,37657.12,R8080115266,Agent,Western,2578.58,10019.54,0,0
318,T610316,CASH_OUT,USSD,iOS,MTN,Night,Wednesday,27710.22,C6660982395,Individual,Northern,1870.9,0.0,R5203485067,Agent,Greater Accra,41912.01,69622.23000000001,1,1
592,T865160,CASH_IN,API,iOS,Vodafone,Afternoon,Friday,98208.37,C6173310008,Agent,Ashanti,78703.07,0.0,R7236367959,Individual,Upper West,25019.98,123228.34999999999,0,0
720,T584258,CASH_OUT,USSD,iOS,Vodafone,Night,Monday,83726.04,C1575313061,Government,Greater Accra,2305.15,0.0,R2200436831,Merchant,Upper East,41318.74,125044.78,1,1
620,T256911,TRANSFER,Agent,iOS,Vodafone,Night,Sunday,9928.8,C5035765954,Government,Central,1508.53,0.0,R4972536230,Merchant,Western,47167.86,57096.66,1,0
352,T315580,UTILITY_PAYMENT,Agent,iOS,Vodafone,Evening,Friday,5198.59,C9809744381,Merchant,Volta,96385.77,91187.18000000001,R5381633482,Agent,Greater Accra,15978.85,21177.440000000002,0,0
376,T789191,CASH_OUT,App,Android,MTN,Night,Tuesday,76001.86,C8936326783,Agent,Upper East,185.16,0.0,R5584416036,Merchant,Northern,47457.29,123459.15,1,1
187,T849014,CASH_OUT,API,iOS,MTN,Night,Monday,87612.58,C9952125442,Agent,Northern,1538.69,0.0,R3775094726,Government,Central,46616.14,134228.72,1,1
446,T991580,AIRTIME,API,iOS,MTN,Evening,Saturday,86870.35,C9407282624,Government,Greater Accra,55382.75,0.0,R4812150505,Agent,Volta,4812.37,91682.72,0,0
465,T240856,UTILITY_PAYMENT,USSD,Android,Vodafone,Morning,Wednesday,58937.06,C4348233971,Agent,Northern,41274.04,0.0,R4609546854,Government,Northern,6674.29,65611.34999999999,0,0
196,T771450,AIRTIME,App,Android,MTN,Morning,Thursday,2823.64,C9694287528,Individual,Greater Accra,77111.77,74288.13,R3387066851,Merchant,Northern,42530.94,45354.58,0,0
377,T923054,UTILITY_PAYMENT,App,Android,MTN,Afternoon,Sunday,24086.65,C5220135407,Agent,Volta,63813.75,39727.1,R2660623548,Agent,Upper West,27130.1,51216.75,0,0
234,T953805,UTILITY_PAYMENT,App,FeaturePhone,Vodafone,Night,Sunday,26343.29,C2733471995,Individual,Greater Accra,91960.73,65617.44,R6473282196,Individual,Ashanti,5177.63,31520.920000000002,0,0
437,T187669,CASH_OUT,App,FeaturePhone,Vodafone,Night,Friday,84082.47,C4463500791,Government,Volta,2460.3,0.0,R6333283561,Agent,Ashanti,37122.34,121204.81,1,1
74,T522969,AIRTIME,Agent,FeaturePhone,AirtelTigo,Night,Tuesday,33164.03,C1619217178,Agent,Upper West,29816.39,0.0,R7936587040,Agent,Upper West,39661.05,72825.08,0,0
713,T746450,REVERSAL,USSD,Android,MTN,Morning,Saturday,42100.1,C2147476965,Merchant,Central,43509.26,1409.1600000000035,R1753459205,Merchant,Western,45823.18,87923.28,0,0
55,T946331,CASH_OUT,API,iOS,MTN,Night,Tuesday,32187.86,C5845296568,Merchant,Northern,2060.13,0.0,R3033766015,Individual,Upper East,7141.69,39329.55,1,1
738,T838516,CASH_OUT,Agent,Android,AirtelTigo,Night,Thursday,49670.47,C5556111786,Merchant,Central,1895.87,0.0,R1362645516,Merchant,Northern,33378.2,83048.67,1,1
340,T251589,CASH_OUT,Agent,FeaturePhone,Vodafone,Evening,Wednesday,21673.58,C7598816421,Individual,Greater Accra,52873.55,31199.97,R9447076195,Individual,Volta,25355.65,47029.23,0,0
64,T373441,TRANSFER,App,FeaturePhone,Vodafone,Night,Sunday,7993.74,C8387395021,Agent,Northern,2226.07,0.0,R2267841227,Merchant,Eastern,15445.89,23439.629999999997,1,0
561,T176769,TRANSFER,Agent,iOS,AirtelTigo,Night,Friday,98858.81,C5955274284,Individual,Greater Accra,1758.62,0.0,R5760712372,Merchant,Upper East,10511.43,109370.23999999999,1,1
349,T292076,CASH_OUT,USSD,Android,AirtelTigo,Evening,Monday,10292.67,C2477236888,Merchant,Upper East,77815.94,67523.27,R3971690968,Government,Upper East,18657.43,28950.1,0,0
341,T853717,CASH_IN,API,FeaturePhone,MTN,Night,Wednesday,99536.15,C1374184099,Individual,Ashanti,88800.08,0.0,R3232534016,Agent,Upper West,37442.4,136978.55,0,0
478,T420630,AIRTIME,API,FeaturePhone,MTN,Morning,Monday,62552.15,C5105807576,Government,Ashanti,71105.91,8553.760000000002,R5377536853,Individual,Central,49651.85,112204.0,0,0
397,T110342,TRANSFER,USSD,Android,MTN,Night,Sunday,77386.45,C5715645840,Agent,Western,2144.65,0.0,R6249418877,Merchant,Central,19013.24,96399.69,1,1
477,T938338,TRANSFER,API,iOS,MTN,Night,Wednesday,12382.68,C6097953682,Agent,Upper East,2873.3,0.0,R2400094541,Government,Central,35756.84,48139.52,1,0
409,T737099,CASH_IN,App,Android,AirtelTigo,Morning,Friday,16926.3,C3484202182,Merchant,Northern,40331.67,23405.37,R2604931554,Merchant,Northern,16692.92,33619.22,0,0
233,T497382,CASH_OUT,App,iOS,Vodafone,Night,Saturday,70339.55,C6971815972,Merchant,Upper West,1443.44,0.0,R8667072205,Agent,Greater Accra,13843.88,84183.43000000001,1,1
223,T241003,TRANSFER,App,iOS,MTN,Night,Tuesday,45522.52,C8389750357,Government,Ashanti,891.24,0.0,R8667946580,Government,Volta,38663.81,84186.32999999999,1,1
711,T562241,TRANSFER,App,FeaturePhone,Vodafone,Night,Wednesday,13152.38,C9383969266,Government,Western,2888.96,0.0,R2604956698,Agent,Upper West,49919.24,63071.619999999995,1,0
372,T446401,TRANSFER,API,iOS,MTN,Night,Sunday,38398.43,C3428116280,Merchant,Upper East,2807.92,0.0,R2264470592,Individual,Ashanti,42220.37,80618.8,1,1
93,T958087,REVERSAL,App,Android,AirtelTigo,Morning,Tuesday,25040.62,C4222950101,Merchant,Upper West,2076.37,0.0,R2569272590,Agent,Upper West,19650.23,44690.85,0,0
720,T407375,TRANSFER,Agent,FeaturePhone,MTN,Night,Friday,22195.64,C1565838870,Merchant,Eastern,1815.31,0.0,R2548532916,Government,Northern,16520.4,38716.04,1,1
545,T656524,TRANSFER,App,FeaturePhone,MTN,Night,Sunday,14074.89,C1984496053,Merchant,Eastern,336.3,0.0,R8823313558,Individual,Northern,6649.16,20724.05,1,0
630,T455335,TRANSFER,Agent,iOS,Vodafone,Night,Monday,46871.55,C2949038093,Government,Volta,69899.22,23027.67,R3117179317,Merchant,Greater Accra,28437.24,75308.79000000001,0,0
453,T696822,TRANSFER,Agent,Android,Vodafone,Night,Saturday,20443.06,C4977155716,Government,Central,1119.72,0.0,R1686769699,Agent,Upper West,4822.35,25265.410000000003,1,1
317,T706922,TRANSFER,App,Android,Vodafone,Night,Sunday,11661.93,C2387371777,Merchant,Greater Accra,1400.54,0.0,R6994007154,Merchant,Central,26282.07,37944.0,1,0
620,T991730,TRANSFER,App,Android,MTN,Night,Wednesday,61564.43,C2738191271,Individual,Ashanti,231.41,0.0,R1054686685,Agent,Volta,25402.52,86966.95,1,1
295,T815970,AIRTIME,USSD,iOS,AirtelTigo,Evening,Wednesday,96308.14,C2179647263,Individual,Northern,41191.62,0.0,R9571743769,Merchant,Central,49674.96,145983.1,0,0
58,T289019,TRANSFER,API,iOS,MTN,Night,Thursday,12499.24,C5085241101,Agent,Northern,1019.92,0.0,R8585583166,Government,Greater Accra,4449.49,16948.73,1,0
94,T649911,CASH_OUT,Agent,iOS,MTN,Afternoon,Sunday,81652.94,C2721655789,Government,Upper East,17534.5,0.0,R8353842159,Individual,Upper West,44999.86,126652.8,0,0
132,T373718,CASH_OUT,USSD,FeaturePhone,AirtelTigo,Night,Tuesday,86480.52,C9011974471,Merchant,Western,121.64,0.0,R1500273103,Individual,Central,40016.19,126496.71,1,1
448,T878910,AIRTIME,App,iOS,AirtelTigo,Morning,Sunday,85963.44,C1404533615,Agent,Upper East,23335.34,0.0,R7628062687,Merchant,Greater Accra,47733.96,133697.4,0,0
509,T142027,CASH_OUT,Agent,Android,Vodafone,Night,Monday,8605.22,C3366355159,Individual,Northern,2692.84,0.0,R2323202998,Government,Upper East,45145.64,53750.86,1,0
462,T882193,TRANSFER,USSD,Android,Vodafone,Night,Thursday,31114.08,C6129924345,Merchant,Upper East,2154.73,0.0,R1162240931,Merchant,Volta,46033.75,77147.83,1,1
93,T389282,CASH_OUT,USSD,FeaturePhone,MTN,Night,Wednesday,52332.42,C2952996248,Merchant,Eastern,1909.62,0.0,R3846570058,Government,Upper West,10955.87,63288.29,1,1
94,T492344,AIRTIME,API,FeaturePhone,MTN,Afternoon,Sunday,51033.25,C3290930907,Agent,Northern,85704.08,34670.83,R1704198581,Individual,Upper West,25892.21,76925.45999999999,0,0
10,T269926,CASH_IN,App,iOS,MTN,Afternoon,Tuesday,59302.69,C1664238631,Government,Upper East,52742.16,0.0,R3313982684,Merchant,Ashanti,38524.67,97827.36,0,0
108,T892182,CASH_OUT,USSD,iOS,AirtelTigo,Night,Sunday,86857.43,C4519858899,Individual,Greater Accra,31.82,0.0,R1225585432,Individual,Northern,20082.26,106939.68999999999,1,1
259,T657772,CASH_OUT,Agent,FeaturePhone,MTN,Night,Sunday,59412.25,C1986399651,Agent,Eastern,1503.12,0.0,R7273337794,Agent,Upper West,43856.02,103268.26999999999,1,1
642,T398144,CASH_OUT,App,Android,MTN,Evening,Friday,15603.59,C9366613167,Individual,Eastern,59232.79,43629.2,R6027143080,Agent,Ashanti,21024.57,36628.16,0,0
459,T689318,TRANSFER,API,Android,MTN,Night,Saturday,69257.85,C8285000265,Agent,Upper East,2281.2,0.0,R1589582865,Merchant,Volta,37822.55,107080.40000000001,1,1
723,T775614,AIRTIME,API,FeaturePhone,AirtelTigo,Morning,Saturday,75315.79,C1156983957,Government,Central,44018.55,0.0,R6388850556,Agent,Eastern,5721.66,81037.45,0,0
300,T266296,CASH_OUT,Agent,Android,AirtelTigo,Night,Thursday,50860.31,C1088946090,Government,Eastern,245.28,0.0,R9072159605,Merchant,Northern,22226.31,73086.62,1,1
243,T251302,UTILITY_PAYMENT,USSD,iOS,Vodafone,Evening,Thursday,462.58,C4476281093,Individual,Eastern,57984.17,57521.59,R3657852027,Merchant,Upper West,1879.0,2341.58,0,0
608,T940361,CASH_OUT,Agent,Android,AirtelTigo,Night,Thursday,41824.28,C5681614306,Agent,Greater Accra,2600.92,0.0,R4275798639,Individual,Northern,26817.12,68641.4,1,1
646,T523136,TRANSFER,API,iOS,AirtelTigo,Night,Tuesday,61648.27,C6899052552,Agent,Upper East,36124.27,0.0,R6860230791,Individual,Central,35552.41,97200.68,0,0
330,T107305,REVERSAL,API,iOS,AirtelTigo,Night,Friday,8101.88,C5705797160,Individual,Upper East,7367.31,0.0,R9780136408,Agent,Greater Accra,47816.72,55918.6,0,0
609,T301332,TRANSFER,API,iOS,Vodafone,Night,Wednesday,96967.26,C1590838716,Government,Upper East,451.42,0.0,R5626388820,Merchant,Ashanti,9469.67,106436.93,1,1
725,T632216,CASH_OUT,API,Android,MTN,Night,Sunday,38134.25,C6513039012,Government,Northern,812.33,0.0,R6430982163,Merchant,Volta,44916.42,83050.67,1,1
628,T362513,AIRTIME,App,Android,MTN,Morning,Friday,94450.86,C6218474806,Individual,Central,92977.67,0.0,R1194386555,Individual,Greater Accra,40651.65,135102.51,0,0
644,T594626,REVERSAL,App,iOS,Vodafone,Evening,Sunday,59065.48,C2750816937,Individual,Western,53998.35,0.0,R4092870576,Merchant,Upper West,18781.67,77847.15,0,0
679,T321059,CASH_OUT,Agent,iOS,AirtelTigo,Night,Tuesday,47149.85,C3272053044,Individual,Western,25274.85,0.0,R2466726130,Individual,Upper East,18902.65,66052.5,0,0
79,T611352,CASH_IN,API,FeaturePhone,Vodafone,Evening,Thursday,70406.79,C9207195425,Agent,Upper West,13904.98,0.0,R5943280722,Agent,Volta,18673.8,89080.59,0,0
506,T213132,TRANSFER,App,iOS,Vodafone,Night,Monday,86639.22,C5376908082,Agent,Volta,1658.82,0.0,R8084166930,Agent,Upper East,5576.67,92215.89,1,1
109,T633603,CASH_OUT,USSD,FeaturePhone,Vodafone,Night,Sunday,45318.29,C5301219154,Agent,Greater Accra,1193.91,0.0,R4186812559,Government,Western,2288.44,47606.73,1,1
396,T428412,TRANSFER,Agent,FeaturePhone,MTN,Afternoon,Wednesday,10345.0,C5453761971,Government,Ashanti,70444.7,60099.7,R3266905854,Merchant,Central,39286.4,49631.4,0,0
570,T910403,CASH_OUT,USSD,Android,MTN,Night,Sunday,31470.02,C4098250761,Government,Volta,881.01,0.0,R1509028741,Merchant,Ashanti,7809.68,39279.7,1,1
130,T734775,CASH_OUT,USSD,iOS,AirtelTigo,Night,Tuesday,49332.78,C6709234482,Agent,Central,1.92,0.0,R3328876246,Agent,Upper West,22426.28,71759.06,1,1
616,T113368,CASH_OUT,USSD,iOS,MTN,Night,Friday,17601.17,C3884642366,Merchant,Volta,2379.03,0.0,R4895020135,Agent,Western,13031.67,30632.839999999997,1,0
458,T122353,TRANSFER,Agent,FeaturePhone,AirtelTigo,Evening,Sunday,94556.79,C5558819351,Government,Central,73059.31,0.0,R7188241846,Government,Upper West,2007.3,96564.09,0,0
151,T660625,CASH_OUT,App,iOS,MTN,Night,Wednesday,65838.58,C8479455700,Agent,Northern,518.73,0.0,R1723501739,Merchant,Northern,35725.05,101563.63,1,1
229,T495963,REVERSAL,Agent,iOS,MTN,Morning,Saturday,97366.2,C2774767887,Agent,Central,52717.67,0.0,R8515984579,Agent,Western,31018.86,128385.06,0,0
697,T403905,CASH_OUT,Agent,Android,AirtelTigo,Night,Thursday,30957.46,C3864261005,Merchant,Volta,2269.83,0.0,R9256181725,Agent,Central,28009.63,58967.09,1,1
251,T818106,AIRTIME,API,Android,MTN,Afternoon,Tuesday,54647.39,C7509938341,Government,Central,48489.87,0.0,R2302057997,Agent,Ashanti,20701.4,75348.79000000001,0,0
163,T756075,TRANSFER,Agent,FeaturePhone,AirtelTigo,Night,Sunday,27785.11,C1327760496,Merchant,Ashanti,670.58,0.0,R8247054708,Individual,Eastern,8389.96,36175.07,1,1
233,T256484,TRANSFER,API,FeaturePhone,MTN,Morning,Friday,65479.77,C5275483574,Agent,Eastern,75600.62,10120.849999999999,R1696003505,Government,Western,38073.63,103553.4,0,0
548,T153260,TRANSFER,Agent,iOS,MTN,Afternoon,Tuesday,53793.93,C7752737928,Agent,Ashanti,37135.11,0.0,R9713121808,Government,Volta,24761.75,78555.68,0,0
21,T326689,TRANSFER,API,Android,AirtelTigo,Night,Tuesday,90342.6,C7937815039,Individual,Greater Accra,1199.03,0.0,R1384293243,Individual,Central,48239.12,138581.72,1,1
406,T500798,CASH_IN,API,Android,AirtelTigo,Evening,Sunday,55540.83,C8349225866,Individual,Volta,81126.15,25585.319999999992,R9585544957,Agent,Western,35139.51,90680.34,0,0
570,T142875,TRANSFER,USSD,Android,MTN,Night,Tuesday,33724.71,C1002301808,Merchant,Upper West,2117.93,0.0,R2381431592,Merchant,Volta,1794.54,35519.25,1,1
300,T736473,TRANSFER,App,Android,Vodafone,Night,Saturday,20299.39,C1431709168,Individual,Western,1677.41,0.0,R2263341689,Government,Volta,22103.85,42403.24,1,1
35,T604783,TRANSFER,USSD,FeaturePhone,Vodafone,Night,Monday,59954.74,C2909646911,Agent,Greater Accra,2120.9,0.0,R2044331936,Merchant,Upper East,17957.97,77912.70999999999,1,1
151,T597680,CASH_OUT,App,Android,MTN,Night,Tuesday,62367.74,C4948253709,Agent,Greater Accra,731.89,0.0,R4760385504,Individual,Upper West,420.08,62787.82,1,1
549,T789393,TRANSFER,App,iOS,MTN,Night,Sunday,88203.55,C6399171124,Individual,Upper East,2689.86,0.0,R2831586205,Agent,Greater Accra,32206.2,120409.75,1,1
49,T478228,UTILITY_PAYMENT,USSD,FeaturePhone,MTN,Night,Tuesday,31699.78,C9795904272,Agent,Upper East,10246.39,0.0,R4562466214,Government,Upper East,28314.76,60014.53999999999,0,0
167,T162237,REVERSAL,API,iOS,Vodafone,Afternoon,Sunday,13458.51,C3638351172,Agent,Ashanti,20063.57,6605.0599999999995,R7370735761,Merchant,Northern,20707.22,34165.73,0,0
358,T645273,TRANSFER,API,iOS,MTN,Night,Thursday,31856.35,C4263977403,Individual,Central,90381.39,58525.04,R8061324763,Merchant,Ashanti,5188.91,37045.259999999995,0,0
304,T961722,CASH_OUT,API,Android,MTN,Night,Wednesday,86350.81,C6649827836,Individual,Northern,2539.98,0.0,R2149938334,Government,Greater Accra,32101.58,118452.39,1,1
632,T509726,TRANSFER,USSD,FeaturePhone,AirtelTigo,Afternoon,Thursday,78984.8,C9449023732,Individual,Ashanti,28293.56,0.0,R3127593948,Merchant,Western,1090.51,80075.31,0,0
543,T373407,TRANSFER,API,Android,Vodafone,Night,Monday,63336.72,C5076934128,Government,Central,1579.21,0.0,R3961484472,Agent,Northern,26558.4,89895.12,1,1
607,T334784,CASH_OUT,USSD,FeaturePhone,AirtelTigo,Night,Tuesday,52257.27,C7997253041,Individual,Central,371.07,0.0,R1683832465,Merchant,Northern,8172.07,60429.34,1,1
744,T107312,CASH_OUT,USSD,Android,MTN,Night,Thursday,60439.06,C9654034196,Agent,Western,2334.98,0.0,R7653080344,Government,Western,46955.39,107394.45,1,1
311,T541508,TRANSFER,App,FeaturePhone,Vodafone,Night,Tuesday,31253.53,C8490096480,Government,Western,2099.66,0.0,R4869756151,Government,Western,48952.7,80206.23,1,1
608,T198023,TRANSFER,USSD,Android,AirtelTigo,Night,Saturday,15998.25,C1510152364,Government,Eastern,714.24,0.0,R8754201844,Government,Ashanti,23844.6,39842.85,1,0
101,T993021,TRANSFER,Agent,FeaturePhone,Vodafone,Night,Monday,52088.12,C7294421869,Agent,Western,123.3,0.0,R2796257670,Merchant,Volta,39834.18,91922.3,1,1
222,T258290,CASH_OUT,Agent,iOS,Vodafone,Night,Friday,75353.65,C2888766939,Individual,Eastern,235.67,0.0,R7308968023,Government,Eastern,35132.01,110485.66,1,1
